Câu,Ngôn ngữ
La femme regarde un chapeau dans le parc demain.,fr
Cette fille écoute le gâteau au marché souvent.,fr
Ma sœur mange la porte près de la rivière aujourd'hui.,fr
Le professeur aime le gâteau à l'école parfois.,fr
Mon oncle mange la fenêtre à l'école ce week-end.,fr
Ma sœur cherche un message au village aujourd'hui.,fr
Mon ami mange la porte sous le pont ce week-end.,fr
Un homme trouve la fenêtre dans le parc ce week-end.,fr
Le professeur ferme un chapeau sur la plage souvent.,fr
Le professeur regarde un message en ville demain.,fr
Mon ami mange le journal au marché le matin.,fr
La femme porte le livre près de la rivière le matin.,fr
La voiture ferme la fenêtre dans le parc à midi.,fr
Le professeur trouve le journal sur la plage souvent.,fr
Le docteur ferme une pomme à l'école tous les jours.,fr
Le chien ouvre un message à la maison rarement.,fr
Mon oncle ferme le livre dans le jardin rarement.,fr
La voiture écoute un message à la maison le soir.,fr
Le chien ouvre le livre en ville le soir.,fr
Le chien ferme le livre au marché souvent.,fr
Le professeur aime un message sous le pont le soir.,fr
Mon oncle porte la porte dans le parc à midi.,fr
Mon ami mange le livre près de la rivière souvent.,fr
Ma sœur aime une pomme à la maison le matin.,fr
Le chien mange le livre dans le jardin souvent.,fr
La femme regarde le téléphone au village ce week-end.,fr
Le professeur ouvre un chapeau dans le parc le soir.,fr
Ma sœur ferme le journal à l'école à midi.,fr
La voiture trouve le livre au village le soir.,fr
Mon oncle aime le téléphone au village le matin.,fr
Cette fille dort le téléphone au village le soir.,fr
Le docteur ouvre la fenêtre au village parfois.,fr
Mon ami trouve une pomme sous le pont parfois.,fr
La voiture ouvre le livre sous le pont le matin.,fr
Le professeur trouve un message sur la plage aujourd'hui.,fr
La femme ferme un message en ville le soir.,fr
Le professeur porte un message à l'école le soir.,fr
Cette fille regarde le livre au marché demain.,fr
Le professeur regarde un chapeau dans le jardin à midi.,fr
La voiture ferme le téléphone au village à midi.,fr
Un homme dort le livre en ville le soir.,fr
Le chien écoute le sac dans le parc parfois.,fr
Cette fille cherche une pomme sur la plage souvent.,fr
La femme mange la fenêtre sous le pont parfois.,fr
La femme mange le gâteau à l'école parfois.,fr
Un homme cherche une pomme sous le pont ce week-end.,fr
La femme mange la porte sous le pont aujourd'hui.,fr
Le professeur ferme le gâteau au village tous les jours.,fr
Le docteur cherche le journal en ville parfois.,fr
La voiture ouvre la porte au marché aujourd'hui.,fr
Mon oncle dort le téléphone sous le pont aujourd'hui.,fr
Mon ami dort un chapeau à la maison ce week-end.,fr
Ma sœur écoute le gâteau en ville à midi.,fr
Un homme porte le téléphone sous le pont ce week-end.,fr
La voiture dort la fenêtre au marché aujourd'hui.,fr
Le professeur ferme la fenêtre au marché demain.,fr
Mon ami trouve le téléphone sous le pont souvent.,fr
Ma sœur regarde une pomme dans le parc souvent.,fr
Mon ami aime le gâteau près de la rivière le soir.,fr
Le professeur dort le téléphone à la maison tous les jours.,fr
Ma sœur dort la porte près de la rivière aujourd'hui.,fr
Mon oncle ouvre le téléphone dans le parc rarement.,fr
Le professeur dort un message à l'école à midi.,fr
La femme ouvre un message sous le pont aujourd'hui.,fr
Le docteur dort le livre au marché tous les jours.,fr
Cette fille trouve le journal sur la plage ce week-end.,fr
Mon oncle ferme le sac dans le jardin souvent.,fr
Mon ami cherche la fenêtre à l'école demain.,fr
Un homme ouvre la porte au village parfois.,fr
Le professeur ouvre un message à la maison souvent.,fr
Un homme écoute le journal en ville rarement.,fr
La voiture cherche le gâteau dans le jardin souvent.,fr
La femme ferme une pomme en ville ce week-end.,fr
Le chien écoute le gâteau dans le parc ce week-end.,fr
Le docteur aime une pomme à l'école à midi.,fr
Le professeur mange un chapeau près de la rivière à midi.,fr
Cette fille ferme le gâteau à la maison souvent.,fr
Cette fille mange la porte sur la plage rarement.,fr
Le chien mange une pomme dans le jardin le soir.,fr
Mon oncle regarde une pomme sur la plage demain.,fr
Le docteur ferme le gâteau près de la rivière ce week-end.,fr
Un homme mange un chapeau sur la plage le matin.,fr
Le chien ouvre le sac à l'école rarement.,fr
Ma sœur regarde une pomme dans le parc aujourd'hui.,fr
Mon oncle cherche un chapeau près de la rivière demain.,fr
Le docteur écoute le gâteau sur la plage aujourd'hui.,fr
Cette fille dort la fenêtre dans le jardin ce week-end.,fr
Cette fille porte une pomme à la maison ce week-end.,fr
Le docteur écoute le gâteau à la maison parfois.,fr
Mon oncle porte le téléphone à l'école à midi.,fr
Mon ami ouvre une pomme dans le jardin ce week-end.,fr
La voiture dort le gâteau à l'école le soir.,fr
La femme trouve un chapeau à la maison souvent.,fr
Ma sœur dort la porte en ville souvent.,fr
Mon ami écoute le sac au village parfois.,fr
Le professeur dort la porte sous le pont tous les jours.,fr
Ma sœur dort le livre près de la rivière tous les jours.,fr
Ma sœur regarde le téléphone sur la plage rarement.,fr
La voiture aime le livre dans le jardin aujourd'hui.,fr
Mon ami trouve la fenêtre dans le jardin le matin.,fr
Le docteur aime le journal au village le matin.,fr
Mon oncle aime la fenêtre sous le pont ce week-end.,fr
Le chien mange un chapeau au village demain.,fr
Mon oncle mange la fenêtre sur la plage à midi.,fr
La voiture dort le journal près de la rivière ce week-end.,fr
Mon ami dort une pomme près de la rivière le matin.,fr
Ma sœur mange le journal en ville tous les jours.,fr
Le professeur dort le journal dans le jardin demain.,fr
Le docteur aime un chapeau sur la plage tous les jours.,fr
Le chien dort le gâteau sous le pont souvent.,fr
Le professeur ferme le téléphone sous le pont tous les jours.,fr
La voiture dort la porte au marché demain.,fr
Cette fille écoute le livre dans le parc à midi.,fr
La voiture ferme le gâteau dans le parc aujourd'hui.,fr
Ma sœur cherche le gâteau dans le parc le soir.,fr
Le professeur regarde la fenêtre au marché le soir.,fr
Un homme cherche un chapeau au marché souvent.,fr
Mon ami trouve le gâteau dans le jardin parfois.,fr
Cette fille ferme une pomme à la maison à midi.,fr
Le chien écoute le sac sur la plage souvent.,fr
Ma sœur mange le journal au village demain.,fr
Le chien trouve une pomme dans le parc rarement.,fr
La femme aime le livre près de la rivière à midi.,fr
Mon oncle dort un message dans le jardin rarement.,fr
Cette fille regarde un message à la maison tous les jours.,fr
La voiture ferme un message à la maison parfois.,fr
Ma sœur dort la fenêtre près de la rivière tous les jours.,fr
Cette fille porte le sac au village tous les jours.,fr
La femme mange la porte près de la rivière le matin.,fr
Le docteur trouve un message près de la rivière ce week-end.,fr
Mon oncle écoute la fenêtre près de la rivière demain.,fr
La femme aime un chapeau dans le parc demain.,fr
Un homme dort le sac en ville souvent.,fr
La femme ouvre le gâteau en ville le soir.,fr
Cette fille écoute le sac à l'école aujourd'hui.,fr
La voiture aime la porte sous le pont le soir.,fr
Mon oncle écoute le gâteau dans le jardin souvent.,fr
La voiture aime un message au village le soir.,fr
La femme ferme le téléphone à l'école à midi.,fr
Cette fille trouve le gâteau au village demain.,fr
Le chien cherche le livre sur la plage parfois.,fr
Cette fille trouve le gâteau près de la rivière parfois.,fr
Le docteur ouvre le journal près de la rivière parfois.,fr
La voiture regarde une pomme dans le jardin à midi.,fr
La femme regarde le gâteau sur la plage rarement.,fr
Un homme écoute le gâteau à l'école tous les jours.,fr
Ma sœur dort le téléphone à la maison parfois.,fr
Le professeur dort un chapeau au marché le matin.,fr
Un homme dort un message à l'école rarement.,fr
Le docteur porte le journal à la maison à midi.,fr
La femme ouvre le gâteau sous le pont rarement.,fr
Mon oncle mange le gâteau au marché ce week-end.,fr
Cette fille porte le journal sur la plage tous les jours.,fr
Un homme aime le journal sur la plage aujourd'hui.,fr
Le chien écoute le gâteau au marché ce week-end.,fr
La voiture ouvre la fenêtre au marché souvent.,fr
La voiture écoute la porte en ville demain.,fr
Le chien ferme le journal sous le pont tous les jours.,fr
Ma sœur mange une pomme au marché demain.,fr
La voiture regarde le gâteau près de la rivière demain.,fr
La voiture porte le journal à la maison le soir.,fr
Ma sœur porte le sac sur la plage rarement.,fr
Le docteur ferme la porte dans le jardin le soir.,fr
Cette fille aime une pomme dans le parc tous les jours.,fr
Ma sœur regarde un message sous le pont le soir.,fr
Mon oncle cherche le livre sur la plage tous les jours.,fr
Le docteur mange la fenêtre sous le pont parfois.,fr
Cette fille aime le journal à l'école à midi.,fr
Ma sœur ferme le livre sous le pont parfois.,fr
Le docteur ouvre le gâteau au village le soir.,fr
Un homme cherche le gâteau près de la rivière ce week-end.,fr
La femme ferme le journal sur la plage tous les jours.,fr
La femme ferme la porte près de la rivière parfois.,fr
Mon ami ferme la fenêtre au marché le matin.,fr
La femme regarde la fenêtre en ville à midi.,fr
Le chien regarde la porte au village aujourd'hui.,fr
Un homme regarde une pomme à l'école ce week-end.,fr
Ma sœur mange la porte dans le jardin parfois.,fr
Mon oncle aime une pomme au marché le matin.,fr
Ma sœur ouvre le livre sous le pont à midi.,fr
La voiture mange le journal au marché le matin.,fr
Le professeur mange un message près de la rivière le matin.,fr
Cette fille porte un chapeau en ville aujourd'hui.,fr
Un homme mange un message dans le parc souvent.,fr
Ma sœur trouve une pomme sur la plage rarement.,fr
Un homme regarde une pomme à la maison parfois.,fr
Le professeur regarde une pomme près de la rivière le matin.,fr
Mon oncle trouve la fenêtre au village tous les jours.,fr
Ma sœur trouve une pomme en ville demain.,fr
Cette fille trouve un message à l'école le matin.,fr
Le professeur dort le sac dans le jardin aujourd'hui.,fr
Le chien dort le journal en ville à midi.,fr
Un homme aime le gâteau dans le jardin souvent.,fr
Ma sœur cherche le téléphone en ville à midi.,fr
Le docteur trouve un message dans le parc le matin.,fr
La femme écoute le livre sous le pont le matin.,fr
La femme dort le livre dans le parc le matin.,fr
Le professeur porte le sac au marché tous les jours.,fr
La femme dort un message sous le pont ce week-end.,fr
Le chien cherche la fenêtre à la maison le matin.,fr
Le docteur porte le livre dans le parc le soir.,fr
Ma sœur dort le journal sous le pont demain.,fr
Cette fille trouve la fenêtre dans le jardin à midi.,fr
Le chien ouvre un message au village rarement.,fr
Mon oncle porte le sac près de la rivière le matin.,fr
Le professeur dort le sac dans le parc ce week-end.,fr
La voiture trouve le journal dans le jardin le soir.,fr
La femme porte le livre dans le parc le soir.,fr
Mon ami cherche un chapeau au village souvent.,fr
La voiture dort la fenêtre près de la rivière le soir.,fr
Un homme trouve le téléphone sur la plage ce week-end.,fr
Un homme mange un message au village ce week-end.,fr
Le chien mange le journal en ville tous les jours.,fr
La femme aime le livre dans le parc demain.,fr
Ma sœur dort le journal sous le pont tous les jours.,fr
Ma sœur porte le journal à l'école le soir.,fr
Mon ami porte le gâteau dans le parc aujourd'hui.,fr
Le professeur aime un message à la maison parfois.,fr
Le docteur écoute un chapeau à l'école le soir.,fr
Mon ami ferme un chapeau au marché le soir.,fr
Cette fille porte un message en ville le soir.,fr
Le docteur cherche un message à la maison parfois.,fr
La voiture dort le gâteau dans le parc souvent.,fr
La femme mange un message près de la rivière aujourd'hui.,fr
La femme cherche un message près de la rivière tous les jours.,fr
Mon ami regarde le gâteau au village le matin.,fr
Le chien trouve le livre sur la plage rarement.,fr
Le docteur porte la fenêtre dans le jardin ce week-end.,fr
Mon oncle trouve une pomme au village souvent.,fr
La voiture ferme la porte au village à midi.,fr
La voiture aime la fenêtre dans le parc rarement.,fr
Ma sœur ouvre le sac à la maison parfois.,fr
Le chien regarde un chapeau sur la plage le matin.,fr
Le professeur mange la porte près de la rivière rarement.,fr
Un homme écoute le téléphone en ville ce week-end.,fr
La voiture trouve la porte dans le parc tous les jours.,fr
La femme écoute un chapeau à la maison le soir.,fr
Le chien ouvre la porte près de la rivière ce week-end.,fr
Mon oncle cherche le téléphone à l'école le matin.,fr
Mon ami ferme la fenêtre au marché le matin.,fr
La femme cherche un chapeau dans le jardin demain.,fr
Un homme porte le journal à la maison le soir.,fr
Le chien trouve la fenêtre sous le pont aujourd'hui.,fr
La femme dort le téléphone au marché aujourd'hui.,fr
Le docteur porte la porte près de la rivière aujourd'hui.,fr
Le docteur dort un chapeau près de la rivière souvent.,fr
Mon ami mange une pomme dans le parc aujourd'hui.,fr
Ma sœur cherche le sac dans le jardin à midi.,fr
La femme mange la fenêtre au village aujourd'hui.,fr
Le chien mange le téléphone en ville souvent.,fr
Mon oncle ferme un message au marché tous les jours.,fr
Un homme ferme une pomme sous le pont tous les jours.,fr
Le chien mange le journal à la maison souvent.,fr
Mon oncle mange le livre sous le pont parfois.,fr
La femme cherche le journal sous le pont aujourd'hui.,fr
Le docteur ouvre le sac sous le pont souvent.,fr
La voiture dort le journal dans le jardin tous les jours.,fr
Un homme mange le téléphone sur la plage le soir.,fr
La femme aime la fenêtre sous le pont demain.,fr
Le professeur dort la fenêtre dans le jardin à midi.,fr
La voiture ouvre le sac au village tous les jours.,fr
Le docteur dort le journal sous le pont le matin.,fr
Mon ami ouvre la fenêtre en ville tous les jours.,fr
Mon ami ferme un message à la maison demain.,fr
Le professeur dort la porte au marché à midi.,fr
Le professeur trouve le téléphone dans le jardin parfois.,fr
Le docteur aime un message à l'école souvent.,fr
Cette fille trouve un chapeau au village le soir.,fr
Un homme mange un chapeau près de la rivière demain.,fr
Le chien dort le livre en ville rarement.,fr
Mon ami aime la porte au marché rarement.,fr
Le docteur regarde un message dans le jardin le matin.,fr
Mon oncle dort le sac dans le parc tous les jours.,fr
Un homme mange la fenêtre près de la rivière le soir.,fr
Le chien ouvre un message dans le jardin souvent.,fr
Ma sœur trouve une pomme au marché demain.,fr
La femme écoute le sac dans le parc rarement.,fr
Mon oncle écoute le sac à l'école le soir.,fr
La voiture porte le livre à l'école à midi.,fr
Mon ami cherche le gâteau sur la plage souvent.,fr
Un homme trouve le sac à l'école souvent.,fr
Un homme ferme une pomme sous le pont le matin.,fr
Le professeur aime la porte à la maison rarement.,fr
Cette fille ferme le livre au marché ce week-end.,fr
La voiture regarde un message dans le jardin rarement.,fr
Cette fille mange la fenêtre au village demain.,fr
Mon oncle porte la porte en ville demain.,fr
Le chien aime un chapeau dans le parc le soir.,fr
Mon oncle écoute la fenêtre à l'école le matin.,fr
Mon oncle ferme le sac à la maison demain.,fr
Le chien dort un chapeau dans le jardin rarement.,fr
La voiture cherche un message au marché parfois.,fr
La femme ferme la porte sur la plage à midi.,fr
Mon oncle ferme le livre dans le parc aujourd'hui.,fr
Le professeur écoute la porte dans le jardin parfois.,fr
Mon oncle cherche le sac près de la rivière tous les jours.,fr
Le docteur mange un chapeau près de la rivière tous les jours.,fr
Le professeur regarde le livre au marché aujourd'hui.,fr
Mon oncle mange le téléphone en ville demain.,fr
Un homme trouve le livre dans le parc aujourd'hui.,fr
Le chien écoute une pomme à l'école tous les jours.,fr
Le professeur ferme le téléphone sur la plage rarement.,fr
Mon oncle écoute le gâteau à la maison le soir.,fr
La voiture cherche un chapeau près de la rivière aujourd'hui.,fr
Mon ami cherche le livre au marché parfois.,fr
La voiture mange la fenêtre sous le pont à midi.,fr
Mon oncle ferme un chapeau sous le pont à midi.,fr
La voiture trouve le journal à la maison rarement.,fr
Mon oncle ferme le téléphone sur la plage le soir.,fr
Le docteur mange un chapeau près de la rivière le soir.,fr
Le docteur dort une pomme au marché tous les jours.,fr
La femme mange un chapeau dans le parc parfois.,fr
Un homme ouvre une pomme à la maison le soir.,fr
Ma sœur aime le sac sous le pont le soir.,fr
La femme porte la porte à l'école demain.,fr
Le docteur écoute un chapeau près de la rivière le matin.,fr
Un homme dort le journal près de la rivière parfois.,fr
Mon ami écoute un chapeau sur la plage rarement.,fr
La voiture aime le téléphone près de la rivière ce week-end.,fr
Mon ami mange la porte à la maison rarement.,fr
Ma sœur écoute le téléphone près de la rivière le soir.,fr
Le docteur cherche la porte près de la rivière le matin.,fr
Le chien porte la fenêtre dans le jardin tous les jours.,fr
Le professeur regarde le journal sous le pont parfois.,fr
Le professeur ouvre le livre en ville à midi.,fr
Ma sœur regarde une pomme près de la rivière le matin.,fr
La voiture dort le sac à la maison souvent.,fr
Le professeur ouvre la porte au village rarement.,fr
Ma sœur trouve le journal en ville rarement.,fr
La femme porte un chapeau près de la rivière le matin.,fr
Cette fille écoute le sac en ville rarement.,fr
Mon oncle ferme une pomme en ville parfois.,fr
La femme écoute le livre en ville ce week-end.,fr
Mon oncle écoute le sac sous le pont aujourd'hui.,fr
Cette fille regarde le téléphone sous le pont le soir.,fr
Ma sœur ferme le gâteau dans le parc demain.,fr
Le docteur mange une pomme sous le pont à midi.,fr
Ma sœur écoute un chapeau au marché demain.,fr
La femme écoute le gâteau à la maison le soir.,fr
Un homme porte une pomme dans le jardin à midi.,fr
Le docteur porte le livre au marché le soir.,fr
La femme ouvre un chapeau au marché à midi.,fr
Mon ami ouvre le sac à la maison le soir.,fr
Mon ami ferme le téléphone dans le jardin demain.,fr
Un homme écoute la fenêtre à la maison tous les jours.,fr
La voiture trouve un message près de la rivière à midi.,fr
Mon oncle écoute un message en ville à midi.,fr
Ma sœur porte un chapeau dans le parc le matin.,fr
Mon oncle ferme le sac près de la rivière à midi.,fr
Ma sœur aime le sac au marché souvent.,fr
La voiture aime le téléphone à la maison à midi.,fr
Le chien dort le gâteau sous le pont le matin.,fr
Le docteur dort la fenêtre sous le pont rarement.,fr
Le professeur cherche la porte à la maison demain.,fr
Le chien regarde le gâteau en ville parfois.,fr
Mon ami ferme une pomme sur la plage le soir.,fr
La femme écoute un message en ville à midi.,fr
Un homme cherche une pomme en ville à midi.,fr
Le docteur ferme un message près de la rivière à midi.,fr
Le professeur cherche le livre à la maison rarement.,fr
Le chien ferme un chapeau près de la rivière parfois.,fr
Mon ami cherche la porte au marché tous les jours.,fr
Mon ami mange la porte à l'école ce week-end.,fr
Le professeur ouvre la fenêtre dans le parc tous les jours.,fr
La voiture écoute un chapeau dans le jardin à midi.,fr
Le professeur ouvre un chapeau à la maison à midi.,fr
Ma sœur écoute le journal au village ce week-end.,fr
Le professeur écoute le journal au marché souvent.,fr
Le chien ferme une pomme près de la rivière ce week-end.,fr
Le docteur ouvre le journal sur la plage souvent.,fr
Un homme cherche une pomme dans le parc parfois.,fr
Mon ami regarde le livre sous le pont à midi.,fr
Cette fille écoute la fenêtre en ville le soir.,fr
La femme ouvre le gâteau à l'école rarement.,fr
La voiture mange la fenêtre sur la plage le matin.,fr
Mon oncle regarde une pomme au village le matin.,fr
Le professeur mange le journal au village parfois.,fr
Cette fille porte la porte à la maison le soir.,fr
Mon oncle regarde la porte à la maison ce week-end.,fr
La voiture porte le livre dans le parc tous les jours.,fr
Ma sœur ouvre le gâteau à la maison le soir.,fr
Cette fille dort le livre à la maison aujourd'hui.,fr
Le professeur ferme le sac dans le parc à midi.,fr
Ma sœur porte le sac à l'école ce week-end.,fr
Cette fille ouvre le sac sous le pont demain.,fr
Un homme regarde le gâteau sur la plage parfois.,fr
Un homme ferme un chapeau dans le parc le matin.,fr
Mon oncle ouvre le gâteau à l'école demain.,fr
Ma sœur écoute le livre sur la plage parfois.,fr
Le chien dort le gâteau sous le pont le soir.,fr
Le chien porte le téléphone près de la rivière parfois.,fr
La femme ferme la fenêtre près de la rivière le soir.,fr
Cette fille ferme un chapeau à la maison ce week-end.,fr
Le professeur trouve la fenêtre dans le parc ce week-end.,fr
Un homme aime une pomme dans le parc le matin.,fr
Ma sœur mange le téléphone dans le parc tous les jours.,fr
Ma sœur cherche le sac dans le jardin parfois.,fr
La femme regarde le livre près de la rivière tous les jours.,fr
Le chien écoute la porte en ville aujourd'hui.,fr
Le docteur cherche une pomme dans le jardin le soir.,fr
Mon ami trouve le téléphone dans le parc le soir.,fr
La femme trouve le téléphone à la maison demain.,fr
Un homme trouve le téléphone au marché ce week-end.,fr
Un homme regarde le gâteau dans le jardin aujourd'hui.,fr
Le chien porte le livre près de la rivière le soir.,fr
Cette fille dort la fenêtre dans le parc tous les jours.,fr
Mon oncle ferme un message en ville rarement.,fr
La voiture trouve la fenêtre au village le soir.,fr
La femme porte le livre près de la rivière rarement.,fr
Mon ami porte un chapeau à l'école ce week-end.,fr
Mon oncle écoute le gâteau au marché aujourd'hui.,fr
Le chien ferme une pomme en ville le matin.,fr
Ma sœur aime la porte dans le parc le soir.,fr
Mon oncle trouve la fenêtre à la maison rarement.,fr
Un homme mange le journal sur la plage rarement.,fr
Mon ami trouve le livre dans le parc le soir.,fr
Ma sœur cherche un message dans le jardin demain.,fr
La voiture regarde la fenêtre sur la plage tous les jours.,fr
La femme cherche le livre à l'école tous les jours.,fr
Le docteur cherche le livre dans le jardin à midi.,fr
Mon oncle porte la porte sous le pont rarement.,fr
La femme cherche le livre dans le jardin rarement.,fr
Le docteur dort un chapeau près de la rivière demain.,fr
Le docteur regarde le sac dans le parc rarement.,fr
Mon ami ferme le livre sous le pont tous les jours.,fr
Le chien ferme le gâteau au marché parfois.,fr
Mon ami écoute la fenêtre sur la plage aujourd'hui.,fr
